Class,Return,Leverage
Equity,66.6,normal
Equity,66.5,normal
Equity,66.3,normal
Equity,66.3,normal
Equity,66.3,normal
Equity,66.3,normal
Fixed Income,66.3,normal
Equity,66.2,normal
Equity,66.1,normal
Equity,66.1,normal
Equity,66.1,normal
Equity,66.1,normal
Equity,65.9,normal
Equity,65.8,normal
Equity,65.8,normal
Equity,65.8,normal
Equity,65.7,normal
Equity,65.7,normal
Equity,65.7,normal
Commodities,65.5,normal
Equity,65.5,normal
Equity,65.5,normal
Equity,65.4,normal
Equity,65.3,normal
Equity,65.3,normal
Equity,65.2,normal
Equity,65.2,normal
Equity,65.2,normal
Equity,65.1,normal
Equity,65,normal
Equity,65,normal
Equity,65,normal
Equity,64.9,normal
Equity,64.8,normal
Equity,64.7,normal
Equity,64.7,normal
Equity,64.6,normal
Equity,64.6,normal
Equity,64.5,normal
Equity,64.5,normal
Commodities,64.4,normal
Commodities,64.4,normal
Equity,64.4,normal
Equity,64.4,normal
Equity,64.3,normal
Equity,64.1,normal
Equity,64.1,normal
Equity,64,normal
Equity,64,normal
Equity,64,normal
Commodities,63.9,normal
Commodities,63.8,normal
Equity,63.8,normal
Equity,63.8,normal
Equity,63.8,normal
Commodities,63.7,normal
Equity,63.7,normal
Equity,63.6,normal
Equity,63.6,normal
Equity,63.5,normal
Equity,63.5,normal
Equity,63.4,normal
Equity,63.3,normal
Equity,63.3,normal
Equity,63.2,normal
Equity,63.1,normal
Equity,63.1,normal
Equity,63.1,normal
Equity,63.1,normal
Equity,63,normal
Equity,63,normal
Equity,63,normal
Equity,62.9,normal
Equity,62.9,normal
Equity,62.9,normal
Equity,62.8,normal
Equity,62.7,normal
Equity,62.6,normal
Equity,62.6,normal
Equity,62.6,normal
Equity,62.5,normal
Equity,62.4,normal
Equity,62.4,normal
Equity,62.4,normal
Equity,62.4,normal
Equity,62.4,normal
Equity,62.4,normal
Equity,62.3,normal
Equity,62.3,normal
Equity,62.3,normal
Equity,62.3,normal
Equity,62.3,normal
Equity,62.1,normal
Equity,61.9,normal
Equity,61.9,normal
Equity,61.8,normal
Equity,61.7,normal
Equity,61.7,normal
Equity,61.7,normal
Equity,61.6,normal
Equity,61.6,normal
Equity,61.6,normal
Equity,61.6,normal
Equity,61.6,normal
Equity,61.5,normal
Commodities,61.4,normal
Equity,61.4,normal
Equity,61.3,normal
Equity,61.3,normal
Equity,61.3,normal
Equity,61.2,normal
Equity,61.1,normal
Equity,61.1,normal
Equity,61,normal
Equity,61,normal
Equity,60.9,normal
Equity,60.8,normal
Equity,60.8,normal
Equity,60.7,normal
Equity,60.6,normal
Equity,60.6,normal
Equity,60.6,normal
Equity,60.6,normal
Equity,60.5,normal
Equity,60.5,normal
Equity,60.5,normal
Equity,60.5,normal
Equity,60.4,normal
Equity,60.3,normal
Equity,60.3,normal
Equity,60.3,normal
Equity,60.3,normal
Equity,60.1,normal
Equity,60.1,normal
Equity,60.1,normal
Commodities,60,normal
Equity,60,normal
Equity,60,normal
Equity,59.9,normal
Equity,59.9,normal
Equity,59.9,normal
Equity,59.8,normal
Equity,59.8,normal
Equity,59.8,normal
Equity,59.7,normal
Equity,59.6,normal
Equity,59.6,normal
Equity,59.6,normal
Equity,59.5,normal
Equity,59.5,normal
Equity,59.5,normal
Equity,59.5,normal
Equity,59.3,normal
Commodities,59.2,normal
Equity,59.2,normal
Equity,59.2,normal
Equity,59.1,normal
Equity,59.1,normal
Commodities,59,normal
Equity,59,normal
Equity,59,normal
Equity,58.9,normal
Equity,58.9,normal
Equity,58.9,normal
Equity,58.8,normal
Commodities,58.7,normal
Equity,58.7,normal
Equity,58.7,normal
Equity,58.7,normal
Equity,58.7,normal
Equity,58.7,normal
Commodities,58.6,normal
Equity,58.6,normal
Equity,58.6,normal
Equity,58.6,normal
Equity,58.6,normal
Equity,58.6,normal
Equity,58.6,normal
Equity,58.4,normal
Equity,58.3,normal
Equity,58.3,normal
Equity,58.2,normal
Equity,58.2,normal
Equity,58.2,normal
Equity,58.2,normal
Fixed Income,58.2,normal
Alternatives,58.1,normal
Equity,58.1,normal
Equity,58.1,normal
Equity,58,normal
Equity,58,normal
Equity,58,normal
Equity,58,normal
Equity,57.9,normal
Equity,57.9,normal
Equity,57.9,normal
Equity,57.9,normal
Equity,57.9,normal
Equity,57.8,normal
Equity,57.8,normal
Equity,57.8,normal
Equity,57.8,normal
Equity,57.8,normal
Equity,57.7,normal
Equity,57.7,normal
Equity,57.7,normal
Equity,57.7,normal
Equity,57.6,normal
Equity,57.5,normal
Equity,57.5,normal
Equity,57.4,normal
Equity,57.4,normal
Equity,57.4,normal
Equity,57.3,normal
Equity,57.3,normal
Equity,57.2,normal
Equity,57.2,normal
Equity,57.2,normal
Equity,57.1,normal
Equity,57.1,normal
Equity,57,normal
Equity,57,normal
Equity,56.9,normal
Equity,56.9,normal
Equity,56.9,normal
Equity,56.9,normal
Equity,56.9,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.8,normal
Equity,56.7,normal
Equity,56.6,normal
Commodities,56.5,normal
Equity,56.5,normal
Equity,56.5,normal
Equity,56.5,normal
Equity,56.4,normal
Equity,56.4,normal
Commodities,56.3,normal
Equity,56.3,normal
Equity,56.3,normal
Fixed Income,56.3,normal
Equity,56.2,normal
Commodities,56.1,normal
Commodities,56.1,normal
Equity,56,normal
Equity,56,normal
Equity,56,normal
Equity,55.9,normal
Equity,55.9,normal
Equity,55.8,normal
Equity,55.8,normal
Equity,55.8,normal
Equity,55.7,normal
Equity,55.7,normal
Equity,55.7,normal
Equity,55.7,normal
Equity,55.7,normal
Equity,55.7,normal
Equity,55.7,normal
Commodities,55.6,normal
Equity,55.6,normal
Equity,55.6,normal
Equity,55.6,normal
Commodities,55.4,normal
Commodities,55.4,normal
Equity,55.4,normal
Equity,55.4,normal
Equity,55.4,normal
Equity,55.4,normal
Equity,55.3,normal
Equity,55.3,normal
Equity,55.2,normal
Equity,55.2,normal
Equity,55.2,normal
Equity,55.2,normal
Equity,55.1,normal
Equity,55,normal
Commodities,54.9,normal
Equity,54.9,normal
Equity,54.9,normal
Equity,54.8,normal
Equity,54.8,normal
Equity,54.7,normal
Equity,54.7,normal
Equity,54.6,normal
Equity,54.6,normal
Equity,54.6,normal
Equity,54.6,normal
Equity,54.5,normal
Equity,54.5,normal
Equity,54.5,normal
Equity,54.4,normal
Equity,54.4,normal
Equity,54.4,normal
Equity,54.3,normal
Commodities,54.2,normal
Equity,54.2,normal
Equity,54.2,normal
Equity,54.2,normal
Equity,54.2,normal
Commodities,54.1,normal
Equity,54.1,normal
Commodities,54,normal
Equity,54,normal
Equity,54,normal
Equity,54,normal
Equity,53.9,normal
Equity,53.9,normal
Equity,53.9,normal
Equity,53.8,normal
Equity,53.8,normal
Equity,53.8,normal
Equity,53.7,normal
Equity,53.7,normal
Equity,53.7,normal
Equity,53.7,normal
Equity,53.6,normal
Equity,53.6,normal
Equity,53.5,normal
Equity,53.5,normal
Equity,53.5,normal
Commodities,53.4,normal
Equity,53.4,normal
Equity,53.4,normal
Equity,53.4,normal
Equity,53.4,normal
Equity,53.2,normal
Equity,53.2,normal
Equity,53.1,normal
Equity,53.1,normal
Equity,53.1,normal
Equity,53.1,normal
Equity,53,normal
Equity,53,normal
Equity,52.9,normal
Equity,52.9,normal
Equity,52.8,normal
Equity,52.8,normal
Equity,52.8,normal
Equity,52.7,normal
Equity,52.7,normal
Equity,52.7,normal
Equity,52.6,normal
Equity,52.6,normal
Equity,52.6,normal
Commodities,52.5,normal
Equity,52.5,normal
Equity,52.5,normal
Equity,52.4,normal
Equity,52.4,normal
Equity,52.4,normal
Equity,52.3,normal
Equity,52.3,normal
Equity,52.3,normal
Equity,52.3,normal
Commodities,52.2,normal
Equity,52.2,normal
Equity,52.2,normal
Equity,52.2,normal
Equity,52.1,normal
Equity,52.1,normal
Equity,52,normal
Equity,51.9,normal
Equity,51.8,normal
Equity,51.8,normal
Equity,51.8,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.7,normal
Equity,51.6,normal
Equity,51.6,normal
Equity,51.6,normal
Equity,51.6,normal
Equity,51.5,normal
Equity,51.4,normal
Equity,51.4,normal
Equity,51.4,normal
Equity,51.3,normal
Equity,51.3,normal
Equity,51.2,normal
Equity,51.2,normal
Equity,51.2,normal
Equity,51.2,normal
Equity,51.1,normal
Equity,51.1,normal
Equity,51.1,normal
Equity,51.1,normal
Equity,51.1,normal
Equity,51,normal
Equity,51,normal
Equity,51,normal
Equity,50.9,normal
Equity,50.9,normal
Commodities,50.8,normal
Equity,50.8,normal
Equity,50.8,normal
Equity,50.7,normal
Equity,50.7,normal
Equity,50.6,normal
Equity,50.6,normal
Equity,50.6,normal
Equity,50.6,normal
Equity,50.6,normal
Equity,50.5,normal
Equity,50.5,normal
Equity,50.5,normal
Equity,50.5,normal
Equity,50.4,normal
Equity,50.4,normal
Equity,50.3,normal
Equity,50.3,normal
Equity,50.2,normal
Equity,50.2,normal
Equity,50,normal
Equity,49.8,normal
Equity,49.7,normal
Equity,49.6,normal
Equity,49.6,normal
Equity,49.6,normal
Equity,49.6,normal
Equity,49.5,normal
Equity,49.5,normal
Equity,49.4,normal
Equity,49.4,normal
Equity,49.4,normal
Equity,49.1,normal
Equity,49.1,normal
Equity,49.1,normal
Equity,49.1,normal
Equity,49.1,normal
Equity,49,normal
Equity,49,normal
Equity,48.8,normal
Equity,48.7,normal
Equity,48.7,normal
Equity,48.6,normal
Equity,48.6,normal
Equity,48.6,normal
Commodities,48.5,normal
Equity,48.5,normal
Equity,48.5,normal
Equity,48.4,normal
Equity,48.3,normal
Equity,48.3,normal
Equity,48.2,normal
Commodities,48.1,normal
Equity,48.1,normal
Equity,48.1,normal
Equity,48.1,normal
Equity,48.1,normal
Equity,48.1,normal
Equity,48.1,normal
Equity,48,normal
Equity,48,normal
Equity,47.9,normal
Equity,47.9,normal
Equity,47.9,normal
Equity,47.8,normal
Equity,47.7,normal
Equity,47.6,normal
Equity,47.6,normal
Equity,47.5,normal
Equity,47.5,normal
Equity,47.4,normal
Equity,47.3,normal
Equity,47.2,normal
Equity,47.2,normal
Equity,47.2,normal
Equity,47.2,normal
Equity,47.1,normal
Equity,47,normal
Equity,47,normal
Commodities,46.9,normal
Equity,46.9,normal
Equity,46.9,normal
Equity,46.8,normal
Equity,46.7,normal
Equity,46.7,normal
Equity,46.6,normal
Equity,46.6,normal
Equity,46.5,normal
Equity,46.5,normal
Equity,46.5,normal
Equity,46.5,normal
Equity,46.5,normal
Equity,46.5,normal
Commodities,46.4,normal
Equity,46.4,normal
Equity,46.4,normal
Equity,46.4,normal
Equity,46.3,normal
Equity,46.3,normal
Equity,46.3,normal
Equity,46.3,normal
Equity,46.3,normal
Equity,46.2,normal
Equity,46.2,normal
Equity,46.2,normal
Equity,46.1,normal
Equity,46,normal
Equity,46,normal
Equity,46,normal
Equity,46,normal
Equity,46,normal
Equity,45.8,normal
Equity,45.7,normal
Equity,45.7,normal
Equity,45.6,normal
Equity,45.6,normal
Equity,45.6,normal
Equity,45.6,normal
Commodities,45.5,normal
Equity,45.5,normal
Equity,45.5,normal
Equity,45.4,normal
Equity,45.4,normal
Equity,45.4,normal
Equity,45.4,normal
Equity,45.3,normal
Equity,45.2,normal
Equity,45.2,normal
Equity,45.1,normal
Equity,45.1,normal
Equity,45.1,normal
Equity,45,normal
Equity,45,normal
Equity,45,normal
Equity,44.9,normal
Equity,44.9,normal
Equity,44.9,normal
Equity,44.9,normal
Equity,44.8,normal
Equity,44.8,normal
Equity,44.8,normal
Commodities,44.5,normal
Equity,44.5,normal
Equity,44.5,normal
Equity,44.5,normal
Equity,44.4,normal
Equity,44.4,normal
Equity,44.4,normal
Equity,44.4,normal
Equity,44.4,normal
Commodities,44.2,normal
Equity,44.2,normal
Equity,44.2,normal
Equity,44.1,normal
Equity,44.1,normal
Equity,44.1,normal
Commodities,44,normal
Equity,44,normal
Equity,44,normal
Equity,44,normal
Equity,44,normal
Equity,43.9,normal
Equity,43.9,normal
Equity,43.9,normal
Equity,43.9,normal
Equity,43.9,normal
Equity,43.8,normal
Equity,43.8,normal
Equity,43.7,normal
Equity,43.7,normal
Equity,43.7,normal
Equity,43.6,normal
Equity,43.6,normal
Equity,43.6,normal
Equity,43.6,normal
Equity,43.5,normal
Equity,43.5,normal
Equity,43.4,normal
Equity,43.3,normal
Equity,43.3,normal
Equity,43.3,normal
Equity,43.3,normal
Equity,43.2,normal
Equity,43.2,normal
Equity,43.2,normal
Equity,43.2,normal
Equity,43.2,normal
Equity,43.2,normal
Equity,43.1,normal
Equity,43.1,normal
Equity,43.1,normal
Equity,43.1,normal
Equity,43,normal
Equity,43,normal
Equity,43,normal
Equity,43,normal
Equity,43,normal
Equity,42.9,normal
Equity,42.8,normal
Equity,42.7,normal
Equity,42.7,normal
Equity,42.7,normal
Equity,42.7,normal
Equity,42.6,normal
Equity,42.5,normal
Equity,42.5,normal
Equity,42.5,normal
Equity,42.4,normal
Equity,42.4,normal
Equity,42.4,normal
Commodities,42.3,normal
Equity,42.3,normal
Equity,42.3,normal
Equity,42.3,normal
Equity,42.1,normal
Equity,42,normal
Equity,42,normal
Equity,42,normal
Equity,42,normal
Equity,42,normal
Commodities,41.8,normal
Equity,41.8,normal
Equity,41.8,normal
Equity,41.8,normal
Equity,41.7,normal
Equity,41.7,normal
Equity,41.7,normal
Equity,41.7,normal
Equity,41.5,normal
Equity,41.5,normal
Equity,41.4,normal
Equity,41.4,normal
Equity,41.3,normal
Equity,41.3,normal
Equity,41.2,normal
Equity,41.2,normal
Equity,41.1,normal
Equity,41.1,normal
Equity,41.1,normal
Equity,41.1,normal
Equity,41.1,normal
Equity,41.1,normal
Equity,41,normal
Equity,41,normal
Equity,41,normal
Equity,41,normal
Equity,40.9,normal
Equity,40.8,normal
Equity,40.7,normal
Equity,40.7,normal
Equity,40.6,normal
Equity,40.6,normal
Equity,40.5,normal
Equity,40.5,normal
Equity,40.4,normal
Equity,40.4,normal
Equity,40.3,normal
Equity,40.3,normal
Equity,40.3,normal
Alternatives,40.2,normal
Equity,40.2,normal
Equity,40,normal
Equity,40,normal
Equity,40,normal
Equity,40,normal
Equity,39.9,normal
Equity,39.9,normal
Equity,39.8,normal
Equity,39.8,normal
Commodities,39.7,normal
Equity,39.7,normal
Commodities,39.6,normal
Commodities,39.6,normal
Equity,39.6,normal
Equity,39.6,normal
Commodities,39.5,normal
Equity,39.5,normal
Equity,39.5,normal
Equity,39.5,normal
Equity,39.5,normal
Equity,39.5,normal
Commodities,39.4,normal
Equity,39.4,normal
Equity,39.3,normal
Equity,39.2,normal
Equity,39.2,normal
Equity,39.2,normal
Equity,39.2,normal
Equity,39.1,normal
Equity,39.1,normal
Equity,39.1,normal
Equity,39.1,normal
Equity,39.1,normal
Equity,39,normal
Equity,39,normal
Equity,38.9,normal
Equity,38.8,normal
Equity,38.8,normal
Equity,38.8,normal
Equity,38.8,normal
Equity,38.8,normal
Equity,38.6,normal
Equity,38.5,normal
Equity,38.5,normal
Equity,38.5,normal
Equity,38.5,normal
Equity,38.4,normal
Equity,38.4,normal
Equity,38.3,normal
Equity,38.3,normal
Commodities,38.2,normal
Equity,38.2,normal
Equity,38.1,normal
Equity,38.1,normal
Equity,38.1,normal
Equity,38.1,normal
Equity,38.1,normal
Equity,38,normal
Fixed Income,38,normal
Equity,37.9,normal
Equity,37.9,normal
Equity,37.8,normal
Equity,37.8,normal
Equity,37.7,normal
Equity,37.7,normal
Equity,37.6,normal
Equity,37.5,normal
Equity,37.5,normal
Equity,37.5,normal
Equity,37.5,normal
Equity,37.5,normal
Equity,37.4,normal
Equity,37.4,normal
Equity,37.3,normal
Equity,37.2,normal
Equity,37.2,normal
Equity,37.1,normal
Equity,37.1,normal
Equity,37,normal
Equity,37,normal
Fixed Income,37,normal
Equity,36.9,normal
Equity,36.9,normal
Equity,36.9,normal
Equity,36.8,normal
Equity,36.8,normal
Equity,36.7,normal
Equity,36.6,normal
Equity,36.6,normal
Equity,36.6,normal
Equity,36.5,normal
Equity,36.5,normal
Equity,36.5,normal
Equity,36.5,normal
Equity,36.4,normal
Equity,36.4,normal
Equity,36.3,normal
Equity,36.3,normal
Equity,36.2,normal
Equity,36.2,normal
Equity,36.2,normal
Equity,36.1,normal
Equity,36.1,normal
Equity,36,normal
Equity,36,normal
Equity,35.8,normal
Equity,35.8,normal
Commodities,35.7,normal
Equity,35.7,normal
Equity,35.7,normal
Equity,35.6,normal
Equity,35.6,normal
Equity,35.6,normal
Equity,35.6,normal
Equity,35.5,normal
Equity,35.5,normal
Alternatives,35.4,normal
Equity,35.3,normal
Equity,35.2,normal
Equity,35.2,normal
Equity,35.2,normal
Fixed Income,35.2,normal
Equity,35,normal
Equity,35,normal
Equity,35,normal
Equity,35,normal
Equity,34.9,normal
Equity,34.8,normal
Equity,34.8,normal
Fixed Income,34.8,normal
Equity,34.6,normal
Equity,34.6,normal
Equity,34.6,normal
Equity,34.6,normal
Equity,34.5,normal
Equity,34.5,normal
Equity,34.3,normal
Equity,34.2,normal
Equity,34.2,normal
Equity,34.1,normal
Equity,34.1,normal
Equity,34.1,normal
Equity,34,normal
Equity,34,normal
Equity,34,normal
Fixed Income,33.9,normal
Commodities,33.8,normal
Equity,33.8,normal
Equity,33.8,normal
Fixed Income,33.8,normal
Equity,33.7,normal
Equity,33.7,normal
Equity,33.6,normal
Equity,33.5,normal
Equity,33.5,normal
Equity,33.4,normal
Equity,33.3,normal
Equity,33.2,normal
Equity,33.2,normal
Equity,33.2,normal
Equity,33.1,normal
Equity,33,normal
Equity,33,normal
Equity,33,normal
Equity,32.9,normal
Equity,32.9,normal
Fixed Income,32.9,normal
Equity,32.8,normal
Equity,32.8,normal
Equity,32.8,normal
Equity,32.7,normal
Equity,32.7,normal
Equity,32.7,normal
Equity,32.6,normal
Equity,32.6,normal
Equity,32.6,normal
Equity,32.6,normal
Equity,32.5,normal
Equity,32.5,normal
Equity,32.5,normal
Equity,32.4,normal
Equity,32.4,normal
Equity,32.4,normal
Equity,32.3,normal
Equity,32.2,normal
Equity,32.2,normal
Equity,32.2,normal
Equity,32.1,normal
Equity,32.1,normal
Equity,32,normal
Equity,32,normal
Equity,31.9,normal
Equity,31.9,normal
Equity,31.9,normal
Equity,31.8,normal
Equity,31.8,normal
Equity,31.8,normal
Equity,31.8,normal
Equity,31.8,normal
Equity,31.8,normal
Equity,31.7,normal
Equity,31.7,normal
Equity,31.7,normal
Equity,31.7,normal
Equity,31.6,normal
Equity,31.6,normal
Equity,31.6,normal
Equity,31.6,normal
Equity,31.5,normal
Equity,31.4,normal
Equity,31.4,normal
Equity,31.3,normal
Equity,31.2,normal
Equity,31.2,normal
Equity,31.2,normal
Equity,31.1,normal
Equity,31.1,normal
Equity,31,normal
Equity,31,normal
Equity,30.9,normal
Equity,30.8,normal
Equity,30.8,normal
Equity,30.8,normal
Equity,30.7,normal
Equity,30.7,normal
Equity,30.7,normal
Equity,30.6,normal
Equity,30.5,normal
Equity,30.5,normal
Equity,30.5,normal
Equity,30.4,normal
Equity,30.3,normal
Equity,30.3,normal
Equity,30.3,normal
Equity,30.3,normal
Fixed Income,30.3,normal
Fixed Income,30.3,normal
Fixed Income,30.3,normal
Equity,30.2,normal
Equity,30.1,normal
Equity,30,normal
Equity,30,normal
Equity,29.9,normal
Equity,29.8,normal
Equity,29.8,normal
Equity,29.8,normal
Equity,29.7,normal
Equity,29.6,normal
Equity,29.6,normal
Equity,29.6,normal
Equity,29.6,normal
Equity,29.5,normal
Equity,29.5,normal
Equity,29.4,normal
Equity,29.4,normal
Equity,29.4,normal
Equity,29.3,normal
Equity,29.3,normal
Equity,29.2,normal
Equity,29.2,normal
Equity,29.2,normal
Equity,29.2,normal
Equity,29,normal
Equity,29,normal
Equity,29,normal
Equity,29,normal
Equity,28.9,normal
Equity,28.9,normal
Equity,28.8,normal
Equity,28.7,normal
Equity,28.6,normal
Equity,28.6,normal
Equity,28.6,normal
Equity,28.6,normal
Equity,28.6,normal
Equity,28.4,normal
Equity,28.3,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.2,normal
Equity,28.1,normal
Equity,28.1,normal
Equity,28.1,normal
Equity,28.1,normal
Alternatives,28,normal
Equity,28,normal
Equity,28,normal
Equity,27.9,normal
Equity,27.9,normal
Equity,27.8,normal
Equity,27.8,normal
Fixed Income,27.8,normal
Equity,27.7,normal
Equity,27.7,normal
Fixed Income,27.7,normal
Equity,27.6,normal
Equity,27.5,normal
Equity,27.5,normal
Equity,27.5,normal
Equity,27.4,normal
Equity,27.4,normal
Equity,27.4,normal
Equity,27.4,normal
Equity,27.3,normal
Equity,27.3,normal
Equity,27.3,normal
Equity,27.2,normal
Equity,27.2,normal
Equity,27.2,normal
Equity,27.1,normal
Equity,27.1,normal
Equity,27,normal
Equity,27,normal
Equity,27,normal
Equity,27,normal
Commodities,26.9,normal
Equity,26.9,normal
Commodities,26.7,normal
Equity,26.7,normal
Equity,26.7,normal
Equity,26.6,normal
Equity,26.6,normal
Equity,26.6,normal
Equity,26.5,normal
Equity,26.5,normal
Fixed Income,26.5,normal
Equity,26.4,normal
Equity,26.4,normal
Fixed Income,26.4,normal
Equity,26.3,normal
Equity,26.3,normal
Equity,26.3,normal
Equity,26.2,normal
Equity,26.2,normal
Equity,26.2,normal
Fixed Income,26.2,normal
Commodities,26.1,normal
Equity,26.1,normal
Equity,26.1,normal
Equity,26.1,normal
Equity,26.1,normal
Fixed Income,26.1,normal
Equity,26,normal
Equity,26,normal
Equity,26,normal
Equity,26,normal
Equity,25.9,normal
Equity,25.9,normal
Equity,25.9,normal
Equity,25.8,normal
Equity,25.8,normal
Equity,25.8,normal
Equity,25.8,normal
Equity,25.7,normal
Equity,25.7,normal
Equity,25.7,normal
Equity,25.6,normal
Equity,25.6,normal
Equity,25.6,normal
Equity,25.5,normal
Equity,25.4,normal
Equity,25.3,normal
Equity,25.3,normal
Equity,25.2,normal
Equity,25.2,normal
Equity,25.2,normal
Equity,25.1,normal
Equity,25.1,normal
Equity,25.1,normal
Equity,25.1,normal
Alternatives,25,normal
Equity,25,normal
Equity,25,normal
Equity,25,normal
Equity,25,normal
Equity,25,normal
Equity,24.9,normal
Equity,24.8,normal
Alternatives,24.7,normal
Commodities,24.7,normal
Equity,24.7,normal
Equity,24.7,normal
Equity,24.5,normal
Equity,24.5,normal
Equity,24.4,normal
Equity,24.4,normal
Equity,24.3,normal
Equity,24.2,normal
Equity,24.2,normal
Equity,24.1,normal
Equity,24.1,normal
Equity,24.1,normal
Equity,24,normal
Equity,24,normal
Equity,24,normal
Equity,24,normal
Equity,24,normal
Equity,23.9,normal
Equity,23.9,normal
Fixed Income,23.9,normal
Equity,23.8,normal
Equity,23.8,normal
Equity,23.8,normal
Equity,23.7,normal
Equity,23.7,normal
Fixed Income,23.7,normal
Alternatives,23.6,normal
Equity,23.6,normal
Equity,23.6,normal
Equity,23.5,normal
Equity,23.5,normal
Fixed Income,23.5,normal
Equity,23.4,normal
Equity,23.4,normal
Equity,23.4,normal
Fixed Income,23.3,normal
Alternatives,23.2,normal
Equity,23.2,normal
Equity,23.2,normal
Equity,23.2,normal
Equity,23.2,normal
Equity,23.1,normal
Equity,23,normal
Equity,23,normal
Alternatives,22.9,normal
Equity,22.9,normal
Equity,22.9,normal
Equity,22.9,normal
Equity,22.9,normal
Equity,22.9,normal
Fixed Income,22.9,normal
Equity,22.8,normal
Equity,22.8,normal
Equity,22.8,normal
Fixed Income,22.8,normal
Equity,22.7,normal
Equity,22.7,normal
Equity,22.7,normal
Equity,22.6,normal
Equity,22.6,normal
Equity,22.6,normal
Equity,22.5,normal
Equity,22.5,normal
Equity,22.5,normal
Equity,22.5,normal
Equity,22.5,normal
Fixed Income,22.5,normal
Equity,22.4,normal
Equity,22.4,normal
Equity,22.4,normal
Equity,22.4,normal
Equity,22.4,normal
Equity,22.4,normal
Equity,22.3,normal
Equity,22.2,normal
Equity,22.2,normal
Equity,22.2,normal
Equity,22.2,normal
Equity,22.2,normal
Equity,22.1,normal
Equity,22.1,normal
Equity,22.1,normal
Equity,22.1,normal
Equity,22.1,normal
Fixed Income,22,normal
Equity,21.9,normal
Equity,21.9,normal
Equity,21.9,normal
Fixed Income,21.9,normal
Equity,21.8,normal
Equity,21.7,normal
Equity,21.7,normal
Equity,21.6,normal
Equity,21.6,normal
Equity,21.6,normal
Equity,21.5,normal
Equity,21.5,normal
Equity,21.5,normal
Equity,21.5,normal
Equity,21.5,normal
Fixed Income,21.5,normal
Fixed Income,21.5,normal
Equity,21.4,normal
Equity,21.4,normal
Equity,21.4,normal
Equity,21.4,normal
Fixed Income,21.4,normal
Equity,21.3,normal
Equity,21.3,normal
Equity,21.3,normal
Equity,21.2,normal
Equity,21.2,normal
Equity,21.2,normal
Equity,21.2,normal
Equity,21.1,normal
Equity,21.1,normal
Equity,21.1,normal
Equity,21.1,normal
Equity,21.1,normal
Equity,21,normal
Equity,21,normal
Equity,21,normal
Fixed Income,21,normal
Equity,20.9,normal
Equity,20.9,normal
Fixed Income,20.9,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Equity,20.8,normal
Alternatives,20.7,normal
Equity,20.7,normal
Equity,20.6,normal
Equity,20.6,normal
Equity,20.6,normal
Equity,20.6,normal
Fixed Income,20.6,normal
Equity,20.5,normal
Equity,20.5,normal
Equity,20.5,normal
Equity,20.5,normal
Fixed Income,20.5,normal
Equity,20.4,normal
Equity,20.4,normal
Equity,20.4,normal
Equity,20.4,normal
Equity,20.4,normal
Equity,20.3,normal
Equity,20.3,normal
Equity,20.3,normal
Equity,20.2,normal
Equity,20.2,normal
Equity,20.2,normal
Equity,20.2,normal
Equity,20.2,normal
Equity,20.2,normal
Equity,20.1,normal
Fixed Income,20.1,normal
Fixed Income,20.1,normal
Equity,20,normal
Equity,20,normal
Equity,20,normal
Equity,20,normal
Equity,20,normal
Equity,19.9,normal
Equity,19.9,normal
Alternatives,19.8,normal
Equity,19.8,normal
Equity,19.8,normal
Equity,19.8,normal
Equity,19.8,normal
Fixed Income,19.8,normal
Fixed Income,19.8,normal
Equity,19.7,normal
Equity,19.7,normal
Equity,19.7,normal
Equity,19.7,normal
Equity,19.6,normal
Equity,19.6,normal
Fixed Income,19.6,normal
Equity,19.5,normal
Equity,19.5,normal
Equity,19.5,normal
Equity,19.4,normal
Equity,19.4,normal
Equity,19.4,normal
Equity,19.4,normal
Fixed Income,19.4,normal
Equity,19.3,normal
Equity,19.3,normal
Equity,19.2,normal
Alternatives,19.1,normal
Equity,19.1,normal
Equity,19.1,normal
Equity,19.1,normal
Equity,19,normal
Equity,19,normal
Equity,18.9,normal
Equity,18.9,normal
Fixed Income,18.9,normal
Equity,18.8,normal
Fixed Income,18.8,normal
Equity,18.7,normal
Equity,18.7,normal
Equity,18.7,normal
Fixed Income,18.7,normal
Alternatives,18.6,normal
Equity,18.6,normal
Equity,18.6,normal
Fixed Income,18.6,normal
Equity,18.5,normal
Equity,18.5,normal
Equity,18.5,normal
Fixed Income,18.5,normal
Equity,18.4,normal
Equity,18.4,normal
Equity,18.4,normal
Fixed Income,18.4,normal
Fixed Income,18.4,normal
Equity,18.3,normal
Equity,18.3,normal
Equity,18.3,normal
Equity,18.2,normal
Equity,18.2,normal
Equity,18.2,normal
